target,text
p,@ZaTaylor I respect that....Liked the other better but it's not about me. As long as you're happy that's what matters. 
p,@EddieCo I decided to follow you because you were following me! Haha I'm a dork too but probably cooler than you...just kidding 
n,...or frequantly?  Spell check has ruined me. 
p,@SaraLime We are! 
p,Ready when You are  #booktweet
n,Do you think she will come back ta me??  Do I want her back? 
n,white castle always looks good @ 1st but after it doesn't feel so good anymore 
n,I should be okay... well at least until tomorrow comes 
p,watching dwight howard videos on youtube he too funny 
p,Don't be afraid ãã You are the best friend in my life. Clara Lee 
n,"ok the sausages have frozen to the freezer, i just had to get a knife and chip away at the packaging. now i can't eat them for hours "
p,Soooo much fun with Thor mikey and Ashleigh we are definatly the fab four  fish fry tomorrow!!!
p,SUNNY DAY!  going down to Stonehenge with my parents...
p,@jordanknight luv the pic! sweet dreams 
p,isValcore (Guild) i like it 
p,I kinda met &quot;saw&quot; paris hilton today on vacation 
p,"Just saw some pic of him, he's getting bit fat eh? but doesnt matter, he's still adorable fro me "
p,@TeaBagMeRPATTZ I like it 
n,I'm not in the car next to you 
n,I hope I can make it to the podcast tomorrow... I miss my podcasting friends 
n,@QueenM81 i got the couple of pics they ahd but i dont think there is any keane today!! 
n,"aw, poor rob  hope he's okay."
p,@vr000m I actually think integraed messaging makes implementation harder  But outcome is much better than standalone IM apps #palm pre
p,"@stevez33 Thanks to you and a quick trip to urbandictionary.com, I now can use &quot;ridin' dirty&quot; in a sentence. "
n,@RediscoverSara hahahah! No way I'm jealous! I love this show(: I'm watching all the ones on demand. &lt;3 I don't have them on DVD 
n,@KimberScott Awww! I want to study illustration in Japan 
p,"@xJanessabrazilx Janessa, what's happening about the charity panty auction? Are you in or out? Please let me know either way "
n,thanks for all the #FF out of action today as bubby in hospital with bad burn   Home now and fast asleep. Good day tomorrow with my bday!
p,@ddlovato I'm going to one of your awesome shows! so stoked 
n,"@culvers It takes up too much space, only shows current day, and you can only see one store   I want an xml feed/service for it"
p,my mother looks like this when she sings  :O
n,No classes until July 1 because of an AH1N1 case.  I'm happy about the short break but I really hope the girl gets well soon. 
n,"Slept all the way thru the night, first time in Three weeks? And I slept in till 9:15ish! Thats a record. Out for lunch, now cleaning. "
n,@johnynek I didn't know you were leaving tomorrow! I won't get in until after midnight tonight 
n,I miss the Philippines and my friends there!!  I wanna go visit like now haa jeez hope to go there in the summa after summa school
n,i do not look good in jeans 
n,@paperbackjack Your comment was great too! Dad always put work before creativity. Important but not as much. Never published like wanted 
n,Taking care of my sister! I think she has had an ocean city over dose. She does not feel good! 
n,"#AMAAquentCR is making me feel old  But, lots of good insight!"
p,"@katibrown haha yeah definitely, i want to see! great first show @nbcconan! me and @katibrown enjoyed it very much. "
p,"Sitting in a shadow of the tree in the heart of the city listening to Panic!..waiting for the bus  thanks,wind,for being so pleasant a ..."
n,wishing on a seemingless pointless star....the wish will never come true.... 
p,lovvvveeeessss cofffeeeeeee..YYYUUUMMMMYYY!!!! thanks rich for getting it for me!! &lt;3 
n,@JanHolben Oh no... do you mean sleep forever? 
n,"apparently, eye shadow can go bad. oy...   I used a several years old one and now my eyelid is hurting. ouch..."
p,@solidgame I saw te show too 
n,coffee an a hotshower. @bigchoppa an yes i got 2 brush my teeth too   
n,Chicago plans thwarted by the monsoon like rain 
n,its time for staff meeting..and now my boss is next to me so I wonï¿½t be surfing too much today 
n,So sleepy! Need to wake up early tomorrow. 
p,"@KendallCoach integrity is a great addition! thanks, Kendall  ?"
n,"oh my gosh, tomorrow everything will return the same boring thing! I hate mondays "
n,"@Speaker99 I'm great Eric, THX.. you not well? Not good.. overdoing it again.. get some rest honey.. "
n,"After that I was less terrified, more freaked out. What an eerie, disturbing and anguish-inducing event. Not 'crashed' but 'disapeared'? "
n,I Am So Bummed Out. I Am Staying In Tonight... Darn Douglas 
n,@masturkate and I did nothing  your twitter suxxXXXXxxxzzZ
n,@jennifermullin We never did get together to look over WordPress.  End of the year is always a busy time huh?
p,@ocean29 hahah yeah good afternoon as well 
p,"@verwon You see, this is exactly why we have no trust in our relationship.  It's because we don't have a relationship. "
p,@andyclemmensen wtfffffff why? chocolate gelato is pretty much like heaven. gues you might've had a BIT too much then? mango's the best 
p,@larsras loved your google wave presentation. Can't wait for this to be released 
n,"long weekend is over, back at work! "
p,I'm high like plane!   (I'm high on paint)
n,"@burgaw sweetheart, you have the worst luck ever.    *big hugs*"
p,I received a call from Fe Fe. I feel much better and more content. 
n,has nothing to wear 
n,business management = 
p,@McKatrine cool  send me a message   well i g2g now xD leaving my mac now   we can text instead xD
p,Lmao how pathetic! Anyways tonight was fun. Laptops about to die so im gonna head and watch the rest of P.S. I Love You in bed  Night all!
p,"@youcancallmejuu oh, really? :S thats bad... but at least the mean man was being helpful after all  oooh, noooo! the next one who'll faint"
p,Is sittin out in the sun. nice day 
p,@huptar Work wasn't so bad actually... Won a box of chocolates because i opened an account 
n,@Call_me_Court Oh i know!  Ily bb! &lt;3 &lt;3 &lt;3 &lt;3
n,@JoelMadden Can you wish me some of that luck? Because I suffer many things in life it seems 
n,I want to drive home.  4 hours. nearly done. don't have my towel. wtf.!
p,@Josh_Biggs cool 
p,@akishaha your pic is CRAZY 
p,http://twitpic.com/7gcg2 - me with no make-up  lol natural
p,@chenelletanglao Yes. Hello. I still do not see the point of this. 
n,Can't find a good pic for my twitter 
p,"shit yeah, i'll totally be there.  my godi'm drunk as hell...cant wait to see you!!! "
p,"@DC_Zol might need to look for something stronger, have a good day despite it tho' "
p,@wyliemac &quot;A new social movement I call Digitalocracy&quot; has been submitted and is awaiting your many votes  #ic3
p,in da bus with ROX.SKY 
n,The Carnatic music world loses a treasure. Great Mridangam maestro Palghat Mani Iyer dead.  
p,@sanscesse your granny panties?! 
p,@DAWNRICHARD you are goin to murder it you and flux 
n,@DChetty aww man - thats terrible news. 
p,I'm puppy-sitting on wensday  Sis &lt;3
n,I wish I could go to E3.  Oh well....
p,"@jtimberlake awh, you'll meet some friends at SFMusicTech - well at least your label will be there making friends "
n,feels suddenly very sheep-like. I'm not the only Scarlett dias and my unique-ness is not so unique 
n,@mileycyrus I was a little  yesterday too
p,@lightgood thank you  You too! I hope this turns out to be a top week for you. 
p,Thanks for all the birthday wishes everybody! 
n,HOMEWORK how unfun 
n,"@tezzitoo it was all a bit confusing - I actually brought a camera with me for you to use, but never got around to giveing it to you! "
p,@colleenwaters That's great! Thanks for helping a sister (I saw you're an AxiD!) out! 
p,@adnationme True. Sorry! That story just felt a bit more bloggy than usual 
p,"@amandamassacre8 I'm dyeing mine tomorrow, a deep bright bloody red with black undertones, gonna be pretty wild "
p,"@emilybarklage Yay! Have a great time, &amp; don't forget the Tastykakes!  :p"
n,At school by myself  save me
p,I love taking pictures of dogs!  I like dogs in general! Had loads at my mums. She now has 2 Dobermans  http://yfrog.com/0en10xgpj
p,"@gageneral way excited, i was thinking about it this morning, i havent been to a concert in years, and i think this will be a blessing "
p,"Make sure to check the blog tomorrow, folks!! http://www.yscpuckbunnies.com/ promises to have my first training ride  #fb"
p,I am deffo having a busted day today. Theyre bloody everywhere!! James is soo cute and i love it when matt falls out the tree! Lovingly 
n,"@evliving No, that's nothing to laugh about "
n,@cinemabizarre http://twitpic.com/7wa8a - awhhh to bad... germany is so far... 
n,@FrankieTheSats Aww  why you sad??
p,I have to go now. I'm very very tired so its time for bed. Nighty night all. Gnight and dream. Bye  
n,@BrandyWandLover Oh I see who u mean now-tht heltershelter person lol. yer looks scary 
p,"Ð·Ð½ÑÑ? Ubuntu - ÑÐµÐ¿ÐµÑ Ð¼Ð°Ñ Debian Ð· IceWM, Ð²Ñ?Ðµ Ð»ÑÑÐ°Ñ "
n,"going to hartke pool with stacy, work tomorrow tho "
p,@LNTweet Have fun!!! 
p,is revising and sunbathing! lovely weather don't ya think?? 
p,"@officialTila dude i totally found someone that looked like you last night, it was amazing to say the least "
p,http://twitpic.com/2y6b3 - Waiting for tonight's united vs porto match.. I predict 2-0  Go Red Devils! World Champions!!!!
n,@lizNOTlizard Me too!  I have swine flu 
n,love you guys and sooooo gonna miss you next year 
p,@YoungQ is @DonnieWahlberg rehearsing?? just please tell him his soldiers miss him. 
n,hating waking up with tummy aches  morning x
n,"@JonathanRKnight actually, I wish I was back in Tahoe.  I miss it there."
n,"i'm gunna cry when asher &amp; kay kiss in fame  better yet, i'll close my eyes."
p,"So excited, halfway done with high school "
n,@youngq help those out who Arent near their computer! 
p,Summer Fashion Survey. Win $100. Take one  http://bit.ly/AedR
p,"getting dinner, then heading in to the ha'penny for the Capital Comedy Club (www.capitalcomedyclub.com) Good times! "
n,Ate at curry rice stall instead. Plans keep changing! We combed the supermarket for peanut tan yuans but its sold out 
n,@yonghsiang @minkzn we just missed Baker exit. Took a picture of thermometer from the road. 
p,@glukkake It's good to be loved. 
p,Watching Tough Love. Eating Gum Drops 
p,Drenched in water from the city rain. Now I feel like smiling 
p,"@ratihsiahaan it went okay but not to well, i didn't know how to drew a cubics using jangka hahaha "
p,@weareglitter fuck yeah!  tattooooooooo!
p,@dannygokey totally do everything with your eyes closed...it would be funny. 
p,"@tai_jay awh , well . i had to wait until i was 18 =.=, patience is a virtue !  haha ."
p,today! diana evelyn and katy maybe will come to my house  to do some stuff
n,i cursing about mge 
n,@iamAyteel u always say that! What's wrong pooh??? 
n,Drank too much tea in the afternoon. I think I screwed up my body clock 
n,Okayyyy. I have to go. There's nothing to do with this computer. Might tweet with my phone. I think I might have insomnia again. 
n,"@tc2866 still at home..had the livingroom, kitchen and 4bathrooms all to myself! Boring "
p,Have to work on Saturday  But it's with @411God and @votaband  I think I'll manage. #followfriday
n,It's the weekend! At least for those of you who have normal jobs. I go back to work tomorrow 
p,"@AmySeidel woohoo  haha thats exciting, i want you to  did you like my outift today?"
n,@supernova_star I'm going out of town on wednesday till next week. 
n,Damn vending machine. My skittles got stuck and i cant get them out  can this day get any worse?
p,@TheImperfect No worries. I found alternate plans. 
p,@somekate hey kate! Im using my mobile phone. 
n,@pumpkinzero tbh I would say yes. 
p,shower time! yay! I'll finally be clean! 
